city,lat,lng,country,iso2,continent,adjectives
Garhshankar,31.2154,76.1415,India,IN,Asia,"{'western': 1, 'available': 1, 'higher': 1, 'male': 1, 'female': 1, 'nearby': 1}"
Kovancılar,38.7217,39.8672,Turkey,TR,Asia,"{'new': 2, 'kurdish': 1, 'temporary': 1, 'current': 1, 'empty': 1, 'best': 1, 'exemplary': 1, 'municipal': 1, '67th': 1, 'flat': 1}"
Benghazi,32.1167,20.0667,Libya,LY,Africa,"{'local': 13, 'popular': 12, 'recent': 11, 'new': 10, 'important': 10, 'small': 9, 'coastal': 9, 'modern': 8, 'ancient': 6, 'roman': 6, 'central': 6, 'different': 6, 'architectural': 6, 'early': 5, 'residential': 5, 'former': 5, 'eastern': 5, '3rd': 4, 'oldest': 4, 'own': 4, 'economic': 4, 'next': 4, 'colonial': 4, 'western': 4, 'green': 4, 'northern': 4, 'permanent': 3, 'late': 3, 'historic': 3, 'strong': 3, 'armed': 3, 'commercial': 3, 'few': 3, 'little': 3, 'uncommon': 3, 'smaller': 3, 'natural': 3, 'southern': 3, 'good': 3, 'cultural': 3, 'ptolemaic': 2, 'peaceful': 2, 'independent': 2, 'civil': 2, 'archaeological': 2, 'likely': 2, 'rich': 2, 'distinct': 2, 'chief': 2, 'christian': 2}"
Grover Beach,35.1204,-120.6197,United States,US,North America,"{'older': 6, 'square': 5, 'present': 4, 'popular': 2, 'warm': 2, 'racial': 2, 'hispanic': 2, 'non': 2, 'institutionalized': 2, 'female': 2, 'male': 2, 'opposite': 2, 'married': 2, 'rental': 2, 'adjacent': 2, 'trans': 1, 'pacific': 1, 'north': 1, 'redundant': 1, 'better': 1, 'seaside': 1, 'dry': 1, 'monthly': 1, 'white': 1, 'aged': 1, 'unmarried': 1, '17th': 1, 'senatorial': 1, '30th': 1, '24th': 1, 'congressional': 1, 'only': 1, 'daily': 1, 'recent': 1, 'west': 1, 'additional': 1, 'external': 1, 'official': 1}"
Planura,-20.1378,-48.7019,Brazil,BR,South America,"{'economic': 3, 'lowest': 3, 'important': 2, 'due': 2, 'statistical': 1, 'rich': 1, 'western': 1, 'southern': 1, 'flat': 1, 'hydroelectric': 1, 'top': 1, 'social': 1, 'small': 1, 'retail': 1, 'agricultural': 1, 'rural': 1, 'permanent': 1, 'perennial': 1, 'sugarcane': 1, 'available': 1, 'red': 1, 'educational': 1, 'primary': 1, 'middle': 1, 'ranking': 1, 'highest': 1, 'recent': 1, 'last': 1}"
Adeje,28.1167,-16.7167,Spain,ES,Europe,"{'important': 2, 'hot': 2, 'southwestern': 1, 'western': 1, 'south': 1, 'prestigious': 1, 'highest': 1, 'best': 1, 'local': 1, 'seaside': 1, 'underground': 1, 'free': 1, 'annual': 1, 'external': 1}"
Grodzisk Wielkopolski,52.2333,16.3667,Poland,PL,Europe,"{'local': 10, 'important': 3, 'traditional': 3, 'administrative': 2, 'new': 2, 'western': 1, 'smaller': 1, 'suffix': 1, 'early': 1, 'medieval': 1, 'fortified': 1, 'historic': 1, 'modern': 1, 'higher': 1, 'acclaimed': 1, 'exact': 1, 'unknown': 1, 'noble': 1, '16th': 1, 'yiddish': 1, 'old': 1, '18th': 1, '17th': 1, 'successful': 1, 'germanized': 1, 'prussian': 1, 'present': 1, 'armed': 1, 'nearby': 1, 'onward': 1, 'soviet': 1, 'active': 1, 'genocidal': 1, 'following': 1, 'historical': 1, 'mineral': 1, 'commemorative': 1, 'central': 1, 'various': 1, 'kiełbasa': 1, 'bułczanka': 1, 'liverwurst': 1, 'lower': 1, 'top': 1, 'professional': 1, 'notable': 1, 'roman': 1, 'catholic': 1, 'legal': 1, 'mathematician': 1}"
Manilva,36.3833,-5.25,Spain,ES,Europe,"{'manilva': 5, 'recent': 3, 'southwesternmost': 1, 'autonomous': 1, 'strategic': 1, 'long': 1, 'early': 1, 'important': 1, 'roman': 1, 'thriving': 1, 'much': 1, 'coastal': 1, '16th': 1, 'famous': 1, 'fine': 1, 'fastest': 1, 'resident': 1, 'last': 1, 'industrial': 1, 'few': 1, 'available': 1, 'annual': 1, 'fair': 1, 'busy': 1, 'religious': 1, 'traditional': 1, 'modern': 1, 'raucous': 1, 'solemn': 1, 'external': 1}"
São Francisco do Conde,-12.6278,-38.68,Brazil,BR,South America,"{'numerous': 3, 'historic': 2, 'square': 1, 'highest': 1, 'following': 1, 'third': 1, 'native': 1, '3rd': 1, 'colonial': 1, 'cultural': 1, 'bahian': 1}"
Kragujevac,44.0142,20.9394,Serbia,RS,Europe,"{'industrial': 11, 'local': 7, 'central': 6, 'cultural': 6, 'important': 6, 'old': 5, 'square': 5, 'medieval': 4, '19th': 4, 'economic': 4, 'nearby': 4, 'administrative': 3, 'new': 3, 'urban': 3, 'prominent': 3, 'small': 3, 'primary': 3, 'historical': 2, 'modern': 2, 'serb': 2, 'early': 2, 'present': 2, 'consolidated': 2, 'muslim': 2, 'left': 2, 'strategic': 2, 'frequent': 2, 'military': 2, 'similar': 2, 'rural': 2, 'defunct': 2, 'post': 2, 'war': 2, 'right': 2, 'residential': 2, 'commercial': 2, 'educational': 2, 'regional': 2, 'various': 2, 'secondary': 2, 'ethnic': 2, 'domestic': 2, 'archive': 2, 'geographical': 1, 'higher': 1, 'cinereous': 1, 'common': 1, 'archaeological': 1, 'human': 1, 'paleolithic': 1}"
Chornomorsk,46.0,18.0,Ukraine,UA,Europe,"{'western': 3, 'soviet': 2, 'south': 1, 'dependent': 1, 'unorganized': 1, 'agricultural': 1, 'local': 1, 'urbanized': 1, 'new': 1, 'commercial': 1, 'prosperous': 1, 'maritime': 1, 'lower': 1, 'higher': 1, 'communist': 1, 'mandatory': 1, 'former': 1, 'oblast': 1, 'administrative': 1, 'possible': 1, 'oriented': 1, 'biggest': 1, 'eastern': 1, 'external': 1}"
Phan Rang-Tháp Chàm,11.5667,108.9833,Vietnam,VN,Asia,"{'local': 6, 'cultural': 6, 'south': 3, 'dry': 3, 'economic': 3, 'former': 3, 'modern': 2, 'religious': 2, 'last': 2, 'provincial': 2, 'tropical': 2, 'annual': 2, 'least': 2, 'retail': 2, 'central': 2, 'excellent': 2, 'colorful': 2, 'popular': 2, 'indigenous': 1, 'chamized': 1, 'original': 1, 'tenth': 1, 'northern': 1, 'southern': 1, 'geographical': 1, 'distinct': 1, 'rainy': 1, 'lowest': 1, 'commune': 1, 'administrative': 1, 'social': 1, 'key': 1, 'relative': 1, 'frozen': 1, 'standard': 1, 'refined': 1, 'long': 1, 'important': 1, 'industrial': 1, 'much': 1, 'brahman': 1, 'beautiful': 1, 'dilapidated': 1, 'active': 1, 'extensive': 1, 'maternal': 1, 'animist': 1, 'rustic': 1, 'ceremonial': 1, 'ideal': 1}"
Chernyakhovsk,54.6347,21.8119,Russia,RU,Europe,"{'administrative': 6, 'prussian': 4, 'historic': 3, 'early': 3, 'local': 3, 'official': 3, 'modern': 2, 'mixed': 2, 'protestant': 2, 'separate': 2, 'akhal': 2, 'municipal': 2, 'foreign': 2, 'theologian': 2, 'области': 2, 'effective': 2, 'medieval': 1, 'former': 1, 'anti': 1, 'teutonic': 1, 'subsequent': 1, 'monastic': 1, '17th': 1, '18th': 1, 'late': 1, 'livonian': 1, 'unsuccessful': 1, 'secret': 1, 'independent': 1, 'post': 1, 'war': 1, 'northern': 1, 'victorious': 1, 'stable': 1, 'rural': 1, 'naval': 1, 'illegal': 1, 'original': 1, 'full': 1, 'pro': 1, 'eastern': 1, 'notable': 1, 'missionary': 1, 'general': 1, 'military': 1, 'olympic': 1, 'physical': 1, 'industrial': 1, 'soviet': 1, 'утверждении': 1}"
Maumelle,34.8522,-92.4,United States,US,North America,"{'square': 3, 'older': 3, 'longest': 2, 'opposite': 1, 'metropolitan': 1, 'oldest': 1, 'racial': 1, 'white': 1, 'black': 1, 'hispanic': 1, 'married': 1, 'female': 1, 'present': 1, 'non': 1, 'recreational': 1, 'wooden': 1, 'available': 1, 'extensive': 1, 'municipal': 1, 'central': 1, 'middle': 1, 'former': 1, 'long': 1, 'wide': 1, 'notable': 1, 'republican': 1, 'external': 1, 'official': 1}"
East Fishkill,41.5567,-73.7824,United States,US,North America,"{'square': 5, 'eastern': 4, 'southern': 3, 'early': 3, 'older': 2, 'mean': 2, 'northwestern': 2, 'regular': 1, 'advanced': 1, 'current': 1, '19th': 1, 'hot': 1, 'humid': 1, 'continental': 1, 'hottest': 1, 'coldest': 1, 'racial': 1, 'white': 1, 'hispanic': 1, 'married': 1, 'female': 1, 'present': 1, 'non': 1, 'southeastern': 1, 'former': 1, 'western': 1, 'portal': 1, 'external': 1, 'official': 1}"
Warka,51.7833,21.2,Poland,PL,Europe,"{'military': 2, 'hasidic': 2, 'yiddish': 1, 'left': 1, 'famous': 1, 'notable': 1, 'early': 1, 'baroque': 1, 'external': 1, 'official': 1, 'jewish': 1}"
Liaquatpur,28.9353,70.9508,Pakistan,PK,Asia,"{'biggest': 1, 'right': 1, 'single': 1, 'broad': 1, 'hot': 1, 'driest': 1, 'wettest': 1, 'external': 1}"
Castillos,-34.1989,-53.8575,Uruguay,UY,South America,"{'small': 1, 'southeastern': 1, 'eastern': 1, 'prominent': 1, 'heroic': 1, 'local': 1, 'notable': 1, 'external': 1}"
Smolensk,54.7828,32.0453,Russia,RU,Europe,"{'administrative': 10, 'military': 6, 'soviet': 6, 'local': 4, 'significant': 3, 'western': 3, 'key': 3, '12th': 3, 'long': 3, 'oldest': 2, 'recent': 2, 'old': 2, 'upper': 2, 'small': 2, 'left': 2, 'central': 2, 'numerous': 2, 'famous': 2, 'great': 2, 'ancient': 2, 'notable': 2, 'rich': 2, 'stalinist': 2, 'municipal': 2, 'official': 2, 'regional': 1, 'past': 1, 'eponymous': 1, '11th-15th': 1, 'important': 1, 'various': 1, 'karelian': 1, 'clear': 1, 'slavic': 1, 'black': 1, 'alternative': 1, 'northern': 1, 'southern': 1, 'rugged': 1, 'downstream': 1, 'archaeological': 1, 'varangian': 1, 'foreign': 1, 'strongest': 1, 'original': 1, 'remarkable': 1, 'beautiful': 1, 'own': 1, 'very': 1, 'strong': 1}"
Bergen,60.3925,5.3233,Norway,NO,Europe,"{'western': 10, 'urban': 8, 'non': 7, '13th': 5, 'modern': 5, 'local': 5, 'immigrant': 5, 'northern': 4, 'own': 4, 'significant': 4, 'early': 4, 'hanseatic': 4, 'old': 4, 'great': 4, 'oldest': 4, 'few': 4, 'similar': 4, 'square': 3, 'municipal': 3, 'mild': 3, 'rare': 3, 'royal': 3, 'rural': 3, 'civil': 3, 'last': 3, 'new': 3, 'single': 3, '19th': 3, 'wealthy': 3, 'small': 3, 'uninhabited': 3, 'gross': 3, 'various': 3, 'secondary': 3, 'famous': 3, 'black': 3, 'top': 3, 'extra': 2, 'exclusive': 2, 'numerous': 2, 'offshore': 2, 'subsea': 2, 'higher': 2, 'busiest': 2, 'unique': 2, 'traditional': 2, 'warmer': 2, 'maritime': 2, 'cold': 2, 'central': 2}"
Martinsicuro,42.8851,13.916,Italy,IT,Europe,"{'roman': 5, 'former': 1, 'central': 1, 'communal': 1, 'civil': 1, '3rd': 1, 'subsequent': 1, '16th': 1, 'small': 1, 'archaeological': 1, 'notable': 1}"
Eskilstuna,59.3674,16.516,Sweden,SE,Europe,"{'highest': 3, 'medieval': 2, 'free': 2, 'important': 2, 'industrial': 2, 'south': 1, 'royal': 1, 'christianised': 1, 'municipal': 1, 'due': 1, 'west': 1, 'small': 1, 'superior': 1, 'numerous': 1, 'heavy': 1, 'stainless': 1, 'combined': 1, 'green': 1, 'standard': 1, 'attached': 1, 'continental': 1, 'vast': 1, 'seasonal': 1, 'southern': 1, 'coastal': 1, 'higher': 1, 'diurnal': 1, 'stronger': 1, 'cold': 1, 'daytime': 1, 'maximum': 1, 'minimum': 1, '15th': 1, 'top': 1, 'final': 1, '2016–17': 1, 'regional': 1, 'minor': 1, 'notable': 1, 'external': 1, 'official': 1}"
Cayenne,4.933,-52.33,French Guiana,GF,South America,"{'intercommunal': 6, 'former': 4, 'municipal': 4, 'current': 4, 'dry': 4, 'old': 4, 'south': 3, 'metropolitan': 3, 'estuary': 3, 'local': 3, 'various': 3, 'tropical': 3, 'historic': 3, 'wet': 3, 'black': 3, 'colonial': 3, 'amerindian': 2, 'du': 2, 'left': 2, 'small': 2, 'urban': 2, '17th': 2, 'botanical': 2, 'early': 2, 'red': 2, 'undisguised': 2, 'popular': 2, 'official': 2, 'overseas': 1, 'proper': 1, 'hot': 1, 'poor': 1, 'permanent': 1, 'next': 1, 'anglo': 1, 'penal': 1, 'southwestern': 1, '1st': 1, 'entire': 1, 'suburban': 1, 'centrist': 1, 'lrem': 1, 'own': 1, 'refuse': 1, 'foreign': 1, 'good': 1, 'circulatory': 1, 'infectious': 1, 'parasitic': 1, 'endemic': 1}"
Qiryat Bialik,32.8333,35.0833,Israel,IL,Asia,"{'jewish': 4, 'chart-396679b64c8664e86875857678ac93756ffa41b90e0b4bff2f50a940dca662b00893c0ac2fc7eb1834d65217a90f23a7aedbbf1413f3b71f72864c9301769f38__zr85221': 4, 'salaried': 3, 'mean': 3, 'local': 2, 'old': 2, 'light': 2, 'monthly': 2, 'olympic': 2, 'modern': 1, 'free': 1, 'early': 1, 'fourth': 1, 'moderate': 1, 'southern': 1, 'northern': 1, 'extensive': 1, '21st': 1, 'eastern': 1, 'new': 1, 'ethnic': 1, 'significant': 1, 'younger': 1, 'older': 1, 'medium': 1, 'economic': 1, 'former': 1, 'minimum': 1, 'financial': 1, 'elementary': 1, 'secondary': 1, 'junior': 1, '12th': 1, 'municipal': 1, 'various': 1, 'cultural': 1, 'notable': 1, 'investigative': 1, 'artistic': 1, 'none}.mw': 1, 'pointer}.mw': 1}"
Jämsä,61.8667,25.1833,Finland,FI,Europe,"{'catchment': 4, 'eastern': 3, 'western': 3, 'jämsä': 2, 'square': 2, 'central': 2, 'southern': 2, 'populous': 1, 'aeronautical': 1, 'ski': 1, 'super': 1, 'special': 1, 'entire': 1, 'south': 1, 'southwestern': 1, 'north': 1, 'northern': 1, 'westernmost': 1, 'abyssal': 1, 'predominant': 1, 'geological': 1, 'similar': 1, 'younger': 1, 'weichselian': 1, 'numerous': 1, 'present': 1, 'traditional': 1, 'sub': 1, 'region': 1, 'external': 1, 'official': 1}"
Port Coquitlam,49.2625,-122.7811,Canada,CA,North America,"{'new': 5, 'former': 4, 'secondary': 3, 'suburban': 2, 'northern': 2, 'official': 2, 'arterial': 2, 'few': 2, 'indigenous': 1, 'southwestern': 1, 'industrial': 1, 'commercial': 1, 'numerous': 1, 'greater': 1, 'due': 1, 'multiple': 1, 'next': 1, 'common': 1, 'single': 1, 'non': 1, 'religious': 1, 'vehicular': 1, 'used': 1, 'southern': 1, 'regional': 1, 'only': 1, 'eventual': 1, 'eastward': 1, 'early': 1, 'formal': 1, 'much': 1, 'congested': 1, 'adjacent': 1, 'central': 1, 'previous': 1, 'dockless': 1, 'middle': 1, 'primary': 1, 'notable': 1, 'professional': 1, '8th': 1, 'serial': 1, 'rapper': 1, 'external': 1}"
El Meghaïer,33.9506,5.9242,Algeria,DZ,Africa,"{'hot': 2, 'annual': 1, 'endorheic': 1, 'extensive': 1, 'mild': 1, 'little': 1, 'east': 1, 'tertiary': 1, 'secondary': 1, 'overall': 1, 'notable': 1}"
Saint-Servan-sur-Mer,48.6361,-2.0147,France,FR,Europe,"{'western': 1, 'renowned': 1, 'trolleybus': 1, '5th': 1, 'charitable': 1, 'little': 1}"
Forrest City,35.0135,-90.7931,United States,US,North America,"{'professional': 4, 'square': 3, 'former': 3, 'notable': 2, 'social': 2, 'confederate': 1, '19th': 1, 'east': 1, 'central': 1, 'interested': 1, 'challenging': 1, 'defunct': 1, 'wooden': 1, 'white': 1, '20th': 1, 'fraternal': 1, 'giant': 1, 'massive': 1, 'individual': 1, 'segregated': 1, '21st': 1, 'third': 1, 'geological': 1, 'flat': 1, 'wide': 1, 'indigenous': 1, 'non': 1, 'profit': 1, 'rural': 1, 'electric': 1, 'local': 1, 'old': 1, 'antique': 1, 'temporary': 1, 'catholic': 1, 'principal': 1, 'christian': 1, 'comic': 1, 'republican': 1, 'external': 1}"
Kawkareik,16.5556,98.24,Myanmar,MM,Asia,"{'civil': 2, 'southeastern': 2, 'wet': 2, 'southern': 1, 'democratic': 1, 'military': 1, 'civilian': 1, 'intact': 1, 'late': 1, 'significant': 1, 'anti': 1, 'junta': 1, 'typical': 1, 'tropical': 1, 'early': 1, 'dry': 1, 'higher': 1, 'notable': 1, 'external': 1}"
Maskanah,35.9658,38.0416,Syria,SY,Asia,"{'northern': 2, 'nearby': 2, 'muslim': 2, 'few': 1, 'present': 1, 'earliest': 1, '12th': 1, '13th': 1, '14th': 1, 'simple': 1, 'architectural': 1, 'last': 1, 'historic': 1, 'nomadic': 1, 'biblical': 1, 'cultivable': 1, 'own': 1, 'personal': 1, 'pre': 1, 'islamic': 1, '17th': 1, '18th': 1, 'left': 1, 'fertile': 1}"
Tambaram,12.831,80.0459,India,IN,Asia,"{'local': 4, 'inter': 4, 'oldest': 3, 'early': 3, 'new': 3, 'current': 3, '13th': 2, 'late': 2, '17th': 2, 'rapid': 2, 'administrative': 2, 'municipal': 2, 'seasonal': 2, 'highest': 2, 'annual': 2, 'notable': 2, 'executive': 2, 'ceremonial': 2, 'functional': 2, 'special': 2, 'responsible': 2, 'foreign': 2, 'primary': 2, 'state': 2, 'ancient': 1, 'earliest': 1, 'inhabited': 1, 'lower': 1, 'moula': 1, 'ninth': 1, 'twelfth': 1, 'present': 1, 'carnatic': 1, 'dependent': 1, 'supplementary': 1, 'wireless': 1, '20th': 1, 'independence': 1, 'unnotified': 1, 'rural': 1, 'final': 1, 'tropical': 1, 'dry': 1, 'thermal': 1, 'coastal': 1, 'extreme': 1, 'hot': 1, 'humid': 1, 'hottest': 1, 'fiery': 1}"
Šiauliai,55.9281,23.3167,Lithuania,LT,Europe,"{'jewish': 9, 'modern': 5, 'new': 5, 'soviet': 5, 'urban': 4, 'industrial': 4, 'ethnic': 3, 'square': 3, 'primary': 3, 'northern': 2, 'historic': 2, 'administrative': 2, 'rectangular': 2, 'important': 2, 'cultural': 2, 'western': 2, 'flax': 2, '19th': 2, 'popular': 2, 'consecutive': 2, 'professional': 2, 'former': 2, 'various': 1, 'different': 1, 'samogitian': 1, 'teutonic': 1, 'livonian': 1, 'agricultural': 1, 'wooden': 1, '16th': 1, '18th': 1, 'violent': 1, 'radical': 1, 'economic': 1, 'radial': 1, 'orderly': 1, 'prominent': 1, 'red': 1, 'educational': 1, 'biggest': 1, 'independent': 1, 'difficult': 1, 'conventional': 1, 'mass': 1, 'nearby': 1, 'own': 1, 'typical': 1, 'subsequent': 1, 'šiaulių': 1, 'current': 1}"
Bokaro Steel City,23.67,86.15,India,IN,Asia,"{'commercial': 6, 'square': 4, 'metropolitan': 3, 'industrial': 3, 'educational': 3, 'new': 3, 'nearby': 2, 'various': 2, 'rich': 2, 'cubic': 2, 'important': 2, 'urban': 2, 'recreational': 2, 'effective': 2, 'male': 2, 'female': 2, 'official': 2, 'medical': 2, 'metric': 2, 'secondary': 2, 'notable': 2, 'former': 2, 'planned': 1, 'populous': 1, 'late': 1, 'administrative': 1, 'peaceful': 1, 'geographic': 1, 'oldest': 1, 'startup': 1, 'global': 1, 'active': 1, 'absent': 1, 'cosmopolitan': 1, 'different': 1, 'unique': 1, 'heavy': 1, 'multiple': 1, 'big': 1, 'mineral': 1, 'mean': 1, 'highest': 1, 'small': 1, 'thermal': 1, 'earthfill': 1, 'composite': 1, 'annual': 1, 'infertile': 1, 'accessible': 1, 'suburban': 1}"
Upper Allen,40.18,-76.9808,United States,US,North America,"{'square': 4, 'older': 2, 'eastern': 1, 'northern': 1, 'fourth': 1, 'yellow': 1, 'southern': 1, 'unincorporated': 1, 'racial': 1, 'hispanic': 1, 'married': 1, 'female': 1, 'present': 1, 'new': 1, 'larger': 1, 'various': 1, 'recent': 1, 'certified': 1, 'nearby': 1, 'popular': 1, 'educational': 1, 'recreational': 1, 'external': 1, 'official': 1}"
Kelsterbach,50.0617,8.5311,Germany,DE,Europe,"{'great': 5, 'likely': 3, 'municipal': 3, 'former': 3, 'special': 3, '20th': 2, 'constituent': 2, 'modern': 2, 'roman': 2, 'extensive': 2, 'royal': 2, 'comprehensive': 2, 'primary': 2, 'secondary': 2, 'urban': 1, 'southwestern': 1, 'left': 1, 'small': 1, 'agricultural': 1, 'important': 1, 'logistical': 1, 'south': 1, 'original': 1, 'bigger': 1, 'free': 1, 'short': 1, 'earliest': 1, 'unknown': 1, 'ceramic': 1, 'archaeological': 1, 'late': 1, 'early': 1, 'various': 1, '3rd': 1, 'northeast': 1, 'enough': 1, 'incidental': 1, 'greater': 1, 'countless': 1, 'central': 1, 'whole': 1, 'insignificant': 1, 'contemporary': 1, 'advantageous': 1, 'manifold': 1, '18th': 1, 'few': 1, 'governmental': 1, 'common': 1, 'better': 1}"
Hulin,45.7667,132.9333,China,CN,Asia,"{'humid': 2, 'southeastern': 1, 'agricultural': 1, 'various': 1, 'organic': 1, 'continental': 1, 'long': 1, 'cold': 1, 'dry': 1, 'warm': 1, 'monthly': 1, 'annual': 1, '°': 1, 'administrative': 1}"
Fort Myers,26.6194,-81.8302,United States,US,North America,"{'local': 6, 'confederate': 6, 'former': 5, '2nd': 4, 'small': 4, 'annual': 4, 'metropolitan': 3, 'statistical': 3, 'new': 3, '47th': 3, 'late': 3, 'square': 3, 'professional': 3, 'residential': 2, 'present': 2, 'long': 2, 'southern': 2, 'southwest': 2, 'black': 2, 'full': 2, '20th': 2, 'segregated': 2, 'monthly': 2, 'close': 2, 'particular': 2, 'secondary': 2, 'higher': 2, 'populous': 1, 'larger': 1, 'various': 1, 'substantial': 1, 'latin': 1, 'historical': 1, 'colonial': 1, 'suitable': 1, 'light': 1, 'future': 1, 'finest': 1, 'mixed': 1, 'principal': 1, 'escaped': 1, 'early': 1, 'irritant': 1, 'armed': 1, 'white': 1, 'dependent': 1, 'available': 1, 'last': 1, 'familiar': 1, 'bobcat': 1}"
Myitkyina,25.3833,97.4,Myanmar,MM,Asia,"{'important': 2, 'late': 2, 'tropical': 2, 'small': 2, 'smoky': 2, 'ancient': 1, 'nearby': 1, 'allied': 1, 'prolonged': 1, 'heavy': 1, 'nationalist': 1, '33rd': 1, 'humid': 1, 'subtropical': 1, 'warm': 1, 'dry': 1, 'wet': 1, 'poor': 1, 'unpleasant': 1, 'atmospheric': 1, 'only': 1, 'fresh': 1, 'greater': 1, 'common': 1, 'free': 1, 'prior': 1, 'civil': 1, 'ongoing': 1, 'roman': 1, 'natural': 1, 'agricultural': 1, 'military': 1, 'christian': 1, 'theological': 1, 'seminary': 1, 'rare': 1, 'non': 1, 'government': 1, 'portal': 1, 'external': 1}"
Ayutuxtepeque,13.0,44.0,El Salvador,SV,North America,"{'small': 2, 'municipal': 1, 'current': 1, 'administrative': 1, 'entire': 1, 'urban': 1, 'geographic': 1, 'northern': 1, 'southern': 1, 'eastern': 1, 'western': 1, 'local': 1}"
Merced,37.3057,-120.4779,United States,US,North America,"{'merced': 5, 'square': 5, 'top': 5, 'present': 4, 'older': 4, 'black': 4, 'historic': 3, 'daily': 3, 'overall': 3, 'racial': 3, 'agricultural': 3, 'minor': 2, 'current': 2, 'great': 2, 'affordable': 2, 'annual': 2, 'official': 2, 'late': 2, 'academic': 2, 'hispanic': 2, 'non': 2, 'institutionalized': 2, 'female': 2, 'male': 2, 'opposite': 2, 'married': 2, 'rental': 2, 'social': 2, 'civil': 2, 'nearby': 2, 'initial': 2, 'less': 1, 'multiple': 1, '10th': 1, '21st': 1, 'temporary': 1, 'central': 1, 'permanent': 1, 'cultural': 1, 'architectural': 1, 'short': 1, 'biggest': 1, 'greatest': 1, 'past': 1, 'diversified': 1, 'previous': 1, 'residential': 1, 'real': 1, 'retail': 1, 'industrial': 1}"
Puente Alto,-33.6167,-70.5667,Chile,CL,South America,"{'electoral': 2, 'south': 1, 'proper': 1, 'populous': 1, '16th': 1, 'official': 1, 'greater': 1, 'central': 1, 'convenient': 1, 'ordinary': 1, 'necessary': 1, 'urban': 1, 'third': 1, 'administrative': 1, 'municipal': 1, 'communal': 1, '12th': 1, '7th': 1, 'senatorial': 1, 'southern': 1, 'biggest': 1, 'various': 1, 'green': 1, 'external': 1}"
Tiquipaya,-17.3333,-66.2167,Bolivia,BO,South America,"{'central': 1, 'third': 1, 'municipal': 1, 'visited': 1, 'productive': 1, 'surprising': 1, 'climatic': 1, 'sub': 1, 'tropical': 1, 'medical': 1, 'general': 1, 'foreign': 1, 'cultural': 1, 'educational': 1}"
Yasynuvata,48.1278,37.8625,Ukraine,UA,Europe,"{'administrative': 3, 'pro': 2, 'eastern': 1, 'oblast': 1, 'separatist': 1, 'military': 1, 'notable': 1, 'external': 1}"
Surgut,61.25,73.4333,Russia,RU,Europe,"{'administrative': 9, 'industrial': 4, 'official': 3, 'economic': 2, 'soviet': 2, 'small': 2, '17th': 2, '18th': 2, 'central': 2, 'married': 2, 'municipal': 2, 'okrug': 2, 'important': 2, 'electric': 2, 'medium': 2, 'sized': 2, 'subarctic': 2, 'frequent': 2, 'effective': 2, 'few': 1, 'larger': 1, 'federal': 1, 'last': 1, '16th': 1, 'strong': 1, 'impossible': 1, 'unnoticed': 1, 'ancient': 1, 'defensive': 1, 'special': 1, 'particular': 1, 'southern': 1, 'siberian': 1, '19th': 1, 'wild': 1, 'parochial': 1, 'collective': 1, 'rapid': 1, 'longest': 1, 'equal': 1, 'northwest': 1, 'powerful': 1, 'cheap': 1, 'natural': 1, 'productive': 1, 'complex': 1, 'condensate': 1, 'concrete': 1, 'monthly': 1, 'south': 1}"
Tübingen,48.52,9.0556,Germany,DE,Europe,"{'old': 8, 'official': 5, 'local': 5, 'protestant': 5, 'regional': 5, 'traditional': 4, 'former': 4, 'early': 4, 'new': 4, 'catholic': 4, 'central': 3, 'lowest': 3, 'small': 3, 'military': 3, 'jewish': 3, 'cultural': 3, 'federal': 3, 'administrative': 3, 'different': 3, 'third': 3, 'open': 3, 'special': 3, 'medieval': 2, 'highest': 2, 'ancient': 2, 'augustinian': 2, 'franciscan': 2, 'oldest': 2, 'biggest': 2, '19th': 2, 'few': 2, 'heavy': 2, 'further': 2, 'residential': 2, 'core': 2, 'notable': 2, 'rural': 2, 'weekly': 2, 'narrow': 2, 'smaller': 2, 'literary': 2, 'historical': 2, 'roman': 2, 'regular': 2, 'disposable': 2, 'eponymous': 2, 'middle': 2, 'northern': 2, 'outer': 2, 'classic': 2}"
Skardu,35.2903,75.6444,Pakistan,PK,Asia,"{'local': 14, 'tibetan': 8, 'nearby': 6, 'mughal': 4, 'highest': 4, '16th': 3, 'early': 3, 'close': 3, 'muslim': 3, 'important': 2, 'numerous': 2, 'mid': 2, '9th–10th': 2, 'few': 2, 'able': 2, 'tallest': 2, 'himalayan': 2, 'open': 2, 'blue': 2, 'old': 2, 'great': 2, 'famous': 2, 'མདོ.': 1, 'bilabial': 1, 'indiae': 1, 'winding': 1, 'treacherous': 1, 'sharp': 1, 'steep': 1, 'cautious': 1, 'wide': 1, 'active': 1, 'enormous': 1, 'cultural': 1, '7th': 1, '9th': 1, 'westernmost': 1, 'royal': 1, 'udasi': 1, '14th': 1, 'dominant': 1, '17th': 1, 'petty': 1, 'strong': 1, 'last': 1, 'elder': 1, 'marginal': 1, 'unlocked': 1, 'annual': 1, 'military': 1}"
